Site,Genus,Species,Photosynthesis pathway,Taxa,Code,Block,Plot,Treatment,N_added,P_added,LOG_GS,GS,Stand_MAT,Stand_MAP,Lifeform_2,Lifeform,SQRT_Amax,SQRT_E,Amax,E (mmol m-2 s-1),SQT_E in mmol,E (mol m-2 s-1),Instant_WUE,WUE,SQRT_StomataDensity,Stomata_Density,Stomata_Size_avg,C_PerCell mg,N_PerCell mg,P_PerCell mg,SQRT_C_percell in mg,SQRT_N_perCell in mg,SQRT_P_perCell in mg,N_PerCell in ng,Sqrt N per Cell in ng,SQRT C per Cell in ng,SQRT_ P per cell in ng,MAT_v2,MAP_v2
temple.us,Salvia,azurea,C3,Salvia_azurea,SAAZ,3,7,NP,N_YES,P_YES,1.007504097,1.738756805,1.854578704,-0.115002496,allforb,FORB,1.812512418,0.030322236,3.285201265,0.919438,0.958873297,0.000919438,3.57305361,3573.05361,15.8113883,250,17,0.000193982,5.9551E-06,1.00335E-06,0.01392774,0.002440307,0.001001676,5.955096774,2.440306697,13.92773978,1.001676015,19.39583355,877
temple.us,Salvia,azurea,C3,Salvia_azurea,SAAZ,3,3,P,N_NO,P_YES,1.007504097,1.738756805,1.854578704,-0.115002496,allforb,FORB,2.249327642,0.03772918,5.059474843,1.423491,1.193101421,0.001423491,3.554272449,3554.272449,15.8113883,250,17,0.000193508,5.89471E-06,8.26839E-07,0.01391072,0.002427902,0.000909307,5.894709677,2.42790232,13.91071993,0.909306719,19.39583355,877
temple.us,Salvia,azurea,C3,Salvia_azurea,SAAZ,2,7,NP,N_YES,P_YES,1.007504097,1.738756805,1.854578704,-0.115002496,allforb,FORB,2.795682048,0.04414509,7.815838113,1.948789,1.395990329,0.001948789,4.010612803,4010.612803,15.8113883,250,17,0.000193982,5.9551E-06,1.00335E-06,0.01392774,0.002440307,0.001001676,5.955096774,2.440306697,13.92773978,1.001676015,19.39583355,877
temple.us,Salvia,azurea,C3,Salvia_azurea,SAAZ,3,4,N,N_YES,P_NO,1.007504097,1.738756805,1.854578704,-0.115002496,allforb,FORB,2.930362464,0.05190552,8.587024169,2.694183,1.641396661,0.002694183,3.187246066,3187.246066,15.8113883,250,17,0.000205934,0.000009216,4.4129E-07,0.014350398,0.003035787,0.000664297,9.216,3.035786554,14.35039844,0.664296863,19.39583355,877
temple.us,Salvia,azurea,C3,Salvia_azurea,SAAZ,1,3,P,N_NO,P_YES,1.007504097,1.738756805,1.854578704,-0.115002496,allforb,FORB,3.596604959,0.064348535,12.93556723,4.140734,2.034879358,0.004140734,3.123979282,3123.979282,15.8113883,250,17,0.000193508,5.89471E-06,8.26839E-07,0.01391072,0.002427902,0.000909307,5.894709677,2.42790232,13.91071993,0.909306719,19.39583355,877
cdcr.us,Silene,latifolia,C3,Silene_latifolia,SILA21,2,24,N,N_YES,P_NO,1.993883653,6.344,-0.853471586,-1.185753888,allforb,FORB,2.894934907,0.09069597,8.380648113,8.225759,2.868058402,0.008225759,1.018829765,1018.829765,,,,0.000175042,6.85295E-06,,0.013230355,0.002617814,,6.85294964,2.617813905,13.23035533,,6.337500023,740
cdcr.us,Silene,latifolia,C3,Silene_latifolia,SILA21,3,26,C,N_NO,P_NO,1.993883653,6.344,-0.853471586,-1.185753888,allforb,FORB,3.839770888,0.058148207,14.74384047,3.381214,1.838807766,0.003381214,4.360516806,4360.516806,,,,0.000154906,8.35971E-06,,0.012446143,0.002891317,,8.35971223,2.891316695,12.44614297,,6.337500023,740
cdcr.us,Silene,latifolia,C3,Silene_latifolia,SILA21,2,16,NP,N_YES,P_YES,1.993883653,6.344,-0.853471586,-1.185753888,allforb,FORB,4.590811228,0.099254854,21.07554773,9.851526,3.138714068,0.009851526,2.139318084,2139.318084,,,,0.000170147,1.00478E-05,,0.013044054,0.003169822,,10.04776978,3.169821728,13.04405375,,6.337500023,740
kbs.us,Silene,latifolia ssp. Alba,C3,Silene_latifolia,SILAA3,1,10,NP,N_YES,P_YES,1.913956866,5.779862802,-0.34365994,0.088205798,allforb,FORB,0.295384942,0.049914357,0.087252264,2.491443,1.57843055,0.002491443,0.035020775,35.02077471,22.36067977,500,30.5,0.000269111,1.48022E-05,,0.016404614,0.003847358,,14.80216216,3.847357816,16.40461372,,8.795833436,903
kbs.us,Silene,latifolia ssp. Alba,C3,Silene_latifolia,SILAA3,3,5,NP,N_YES,P_YES,1.913956866,5.779862802,-0.34365994,0.088205798,allforb,FORB,1.246981105,0.031162959,1.554961875,0.97113,0.985459284,0.00097113,1.601188178,1601.188178,22.36067977,500,30.5,0.000269111,1.48022E-05,,0.016404614,0.003847358,,14.80216216,3.847357816,16.40461372,,8.795833436,903
spin.us,Silene,latifolia,C3,Silene_latifolia,SILA21,3,8,N,N_YES,P_NO,2.174533682,7.798081464,0.42105747,2.034315992,allforb,FORB,2.275924575,0.107793112,5.179832671,11.619355,3.408717501,0.011619355,0.445793477,445.7934774,23.97915762,575,32.875,0.000167069,1.56773E-05,,0.012925501,0.003959452,,15.67725714,3.959451621,12.92550082,,12.48333327,1152
spin.us,Silene,latifolia,C3,Silene_latifolia,SILA21,2,3,N,N_YES,P_NO,2.174533682,7.798081464,0.42105747,2.034315992,allforb,FORB,3.728153862,0.067363306,13.89913122,4.537815,2.130214778,0.004537815,3.06295678,3062.95678,23.97915762,575,32.875,0.000167069,1.56773E-05,,0.012925501,0.003959452,,15.67725714,3.959451621,12.92550082,,12.48333327,1152
spin.us,Silene,latifolia,C3,Silene_latifolia,SILA21,2,9,P,N_NO,P_YES,2.174533682,7.798081464,0.42105747,2.034315992,allforb,FORB,3.893963284,0.116437606,15.16295006,13.557716,3.68208039,0.013557716,1.118400036,1118.400036,23.97915762,575,32.875,0.000126357,1.29227E-05,,0.011240864,0.003594822,,12.92274286,3.594821673,11.24086423,,12.48333327,1152
spin.us,Silene,latifolia,C3,Silene_latifolia,SILA21,1,5,NP,N_YES,P_YES,2.174533682,7.798081464,0.42105747,2.034315992,allforb,FORB,4.647434697,0.07502071,21.59864926,5.628107,2.372363168,0.005628107,3.837640127,3837.640127,23.97915762,575,32.875,0.00012628,1.01296E-05,,0.011237427,0.003182703,,10.1296,3.182703254,11.23742726,,12.48333327,1152
spin.us,Silene,latifolia,C3,Silene_latifolia,SILA21,2,2,NP,N_YES,P_YES,2.174533682,7.798081464,0.42105747,2.034315992,allforb,FORB,5.19288315,0.157047448,26.96603541,24.663901,4.966276372,0.024663901,1.093340239,1093.340239,23.97915762,575,32.875,0.00012628,1.01296E-05,,0.011237427,0.003182703,,10.1296,3.182703254,11.23742726,,12.48333327,1152
cbgb.us,Solanum,carolinense,C3,Solanum_carolinense,SOCA3,1,3,NP,N_YES,P_YES,1.240690387,2.458,-0.247746222,-0.161896717,allforb,FORB,2.293731888,0.034047907,5.261205976,1.15926,1.07668937,0.00115926,4.538417591,4538.417591,,,,0.000200161,1.56154E-05,,0.014147835,0.003951631,,15.61538462,3.951630627,14.14783484,,9.258333459,871
cbgb.us,Solanum,carolinense,C3,Solanum_carolinense,SOCA3,2,21,NP,N_YES,P_YES,1.240690387,2.458,-0.247746222,-0.161896717,allforb,FORB,3.129971063,0.051913197,9.796718855,2.69498,1.641639424,0.00269498,3.63517312,3635.17312,,,,0.000200161,1.56154E-05,,0.014147835,0.003951631,,15.61538462,3.951630627,14.14783484,,9.258333459,871
cbgb.us,Solanum,carolinense,C3,Solanum_carolinense,SOCA3,2,16,N,N_YES,P_NO,1.240690387,2.458,-0.247746222,-0.161896717,allforb,FORB,4.147623477,0.059128876,17.20278051,3.496224,1.869819243,0.003496224,4.920388542,4920.388542,,,,0.000200346,1.10105E-05,,0.01415438,0.003318202,,11.01046154,3.318201552,14.15437959,,9.258333459,871
konz.us,Solidago,altissima,C3,Solidago_altissima,SOALA,3,28,NP,N_YES,P_YES,1.870108436,5.489,0.33637692,-0.021214053,allforb,FORB,1.610749269,0.029327871,2.594513206,0.860124,0.927428703,0.000860124,3.016440892,3016.440892,18.70828693,350,15.125,0.000224516,9.53863E-06,,0.014983873,0.003088467,,9.538630137,3.08846728,14.98387261,,12.07500006,889
konz.us,Solidago,altissima,C3,Solidago_altissima,SOALA,2,14,N,N_YES,P_NO,1.870108436,5.489,0.33637692,-0.021214053,allforb,FORB,2.031112322,0.034872668,4.125417266,1.216103,1.102770602,0.001216103,3.39232554,3392.32554,18.70828693,350,15.125,0.000207763,2.14899E-05,,0.014413996,0.004635716,,21.48986301,4.63571602,14.41399624,,12.07500006,889
cbgb.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,2,13,P,N_NO,P_YES,1.886311786,5.595,-0.247746222,-0.161896717,allforb,FORB,0.868097629,0.02395239,0.753593494,0.573717,0.757441087,0.000573717,1.313528262,1313.528262,36.40054945,1325,21.25,0.000303953,0.0000053,1.70667E-06,0.017434257,0.002302173,0.001306395,5.3,2.302172887,17.43425746,1.306394529,9.258333459,871
cbgb.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,3,33,C,N_NO,P_NO,1.886311786,5.595,-0.247746222,-0.161896717,allforb,FORB,1.038041625,0.019469489,1.077530415,0.379061,0.6156793,0.000379061,2.842630645,2842.630645,36.40054945,1325,21.25,0.000307953,6.19333E-06,1.31333E-06,0.017548599,0.002488641,0.001146008,6.193333333,2.488640861,17.54859918,1.146007563,9.258333459,871
cbgb.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,3,25,NP,N_YES,P_YES,1.886311786,5.595,-0.247746222,-0.161896717,allforb,FORB,1.209506255,0.035216431,1.46290538,1.240197,1.113641325,0.001240197,1.179575003,1179.575003,36.40054945,1325,21.25,0.000311053,1.02733E-05,0.00000156,0.017636704,0.003205204,0.001249,10.27333333,3.205204102,17.63670415,1.2489996,9.258333459,871
cbgb.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,3,32,P,N_NO,P_YES,1.886311786,5.595,-0.247746222,-0.161896717,allforb,FORB,1.531183854,0.027194374,2.344523995,0.739534,0.859961627,0.000739534,3.170272084,3170.272084,36.40054945,1325,21.25,0.000303953,0.0000053,1.70667E-06,0.017434257,0.002302173,0.001306395,5.3,2.302172887,17.43425746,1.306394529,9.258333459,871
cbgb.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,2,16,N,N_YES,P_NO,1.886311786,5.595,-0.247746222,-0.161896717,allforb,FORB,1.899287266,0.025252346,3.607292118,0.637681,0.79854931,0.000637681,5.656891327,5656.891327,36.40054945,1325,21.25,0.00030786,1.68333E-05,0.00000104,0.01754594,0.004102845,0.001019804,16.83333333,4.102844542,17.5459397,1.019803903,9.258333459,871
cbgb.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,2,21,NP,N_YES,P_YES,1.886311786,5.595,-0.247746222,-0.161896717,allforb,FORB,1.92434409,0.031358348,3.703100177,0.983346,0.991638039,0.000983346,3.765816078,3765.816078,36.40054945,1325,21.25,0.000311053,1.02733E-05,0.00000156,0.017636704,0.003205204,0.001249,10.27333333,3.205204102,17.63670415,1.2489996,9.258333459,871
cbgb.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,1,1,C,N_NO,P_NO,1.886311786,5.595,-0.247746222,-0.161896717,allforb,FORB,1.996214205,0.059332386,3.984871154,3.520332,1.87625478,0.003520332,1.131958904,1131.958904,36.40054945,1325,21.25,0.000307953,6.19333E-06,1.31333E-06,0.017548599,0.002488641,0.001146008,6.193333333,2.488640861,17.54859918,1.146007563,9.258333459,871
churn.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,3,20,P,N_NO,P_YES,1.904790491,5.718,-1.167135345,-0.638654636,allforb,FORB,3.874601918,0.079779352,15.01254002,6.364745,2.522844625,0.006364745,2.358702512,2358.702512,25,625,24.25,0.000103126,4.3088E-06,,0.010155106,0.002075764,,4.308797127,2.075764227,10.15510591,,4.825000058,810
kbs.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,2,9,NP,N_YES,P_YES,1.900912783,5.692,-0.34365994,0.088205798,allforb,FORB,0.736387744,0.048053918,0.54226691,2.309179,1.519598302,0.002309179,0.234831042,234.8310417,15,225,22.875,0.000234234,1.19751E-05,2.20581E-06,0.015304706,0.003460506,0.001485197,11.97510373,3.460506283,15.30470597,1.485196663,8.795833436,903
kbs.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,1,10,NP,N_YES,P_YES,1.900912783,5.692,-0.34365994,0.088205798,allforb,FORB,0.886701578,0.046847871,0.786239688,2.194723,1.481459753,0.002194723,0.358240966,358.2409662,15,225,22.875,0.000234234,1.19751E-05,2.20581E-06,0.015304706,0.003460506,0.001485197,11.97510373,3.460506283,15.30470597,1.485196663,8.795833436,903
kbs.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,2,3,C,N_NO,P_NO,1.900912783,5.692,-0.34365994,0.088205798,allforb,FORB,1.460009771,0.055697038,2.131628532,3.10216,1.761294978,0.00310216,0.687143323,687.1433234,15,225,22.875,0.000235897,9.36598E-06,1.43402E-06,0.015358942,0.003060388,0.001197508,9.365975104,3.060388064,15.35894187,1.197507785,8.795833436,903
kbs.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,1,1,P,N_NO,P_YES,1.900912783,5.692,-0.34365994,0.088205798,allforb,FORB,1.593860942,0.04243905,2.540392702,1.801073,1.34204061,0.001801073,1.410488471,1410.488471,15,225,22.875,,,,,,,,,,,8.795833436,903
kbs.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,1,3,C,N_NO,P_NO,1.900912783,5.692,-0.34365994,0.088205798,allforb,FORB,1.771925875,0.060395588,3.139721308,3.647627,1.909876174,0.003647627,0.860757229,860.7572287,15,225,22.875,0.000235897,9.36598E-06,1.43402E-06,0.015358942,0.003060388,0.001197508,9.365975104,3.060388064,15.35894187,1.197507785,8.795833436,903
kbs.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,3,2,P,N_NO,P_YES,1.900912783,5.692,-0.34365994,0.088205798,allforb,FORB,1.96650618,0.038188349,3.867146556,1.45835,1.207621629,0.00145835,2.651727333,2651.727333,15,225,22.875,,,,,,,,,,,8.795833436,903
kbs.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,3,8,C,N_NO,P_NO,1.900912783,5.692,-0.34365994,0.088205798,allforb,FORB,1.9949094,0.037630759,3.979663514,1.416074,1.189989076,0.001416074,2.810349963,2810.349963,15,225,22.875,0.000235897,9.36598E-06,1.43402E-06,0.015358942,0.003060388,0.001197508,9.365975104,3.060388064,15.35894187,1.197507785,8.795833436,903
kbs.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,3,5,NP,N_YES,P_YES,1.900912783,5.692,-0.34365994,0.088205798,allforb,FORB,2.437456306,0.039399112,5.941193244,1.55229,1.245909306,0.00155229,3.827373264,3827.373264,15,225,22.875,0.000234234,1.19751E-05,2.20581E-06,0.015304706,0.003460506,0.001485197,11.97510373,3.460506283,15.30470597,1.485196663,8.795833436,903
kbs.us,Solidago,canadensis,C3,Solidago_canadensis,SOCA6,3,1,N,N_YES,P_NO,1.900912783,5.692,-0.34365994,0.088205798,allforb,FORB,2.961720448,0.045415955,8.771788011,2.062609,1.43617861,0.002062609,4.252763374,4252.763374,15,225,22.875,0.000239288,1.41909E-05,1.0556E-06,0.015468936,0.003767077,0.001027425,14.19087137,3.767077298,15.46893554,1.027424771,8.795833436,903
cbgb.us,Solidago,gigantea,C3,Solidago_gigantea,SOGI,3,25,NP,N_YES,P_YES,1.554136597,3.731,-0.247746222,-0.161896717,allforb,FORB,0.551328091,0.012803671,0.303962664,0.163934,0.404887639,0.000163934,1.854177071,1854.177071,33.1662479,1100,23.125,0.000147306,3.98773E-06,,0.01213698,0.001996929,,3.987725632,1.99692905,12.13697992,,9.258333459,871
cbgb.us,Solidago,gigantea,C3,Solidago_gigantea,SOGI,2,21,NP,N_YES,P_YES,1.554136597,3.731,-0.247746222,-0.161896717,allforb,FORB,2.370214819,0.030294636,5.617918289,0.917765,0.958000522,0.000917765,6.121303699,6121.303699,33.1662479,1100,23.125,0.000147306,3.98773E-06,,0.01213698,0.001996929,,3.987725632,1.99692905,12.13697992,,9.258333459,871
cbgb.us,Solidago,gigantea,C3,Solidago_gigantea,SOGI,2,13,P,N_NO,P_YES,1.554136597,3.731,-0.247746222,-0.161896717,allforb,FORB,4.315755436,0.061443852,18.62574498,3.775347,1.943025219,0.003775347,4.933518688,4933.518688,33.1662479,1100,23.125,0.000131771,3.26599E-06,,0.011479148,0.001807206,,3.26599278,1.807205793,11.47914763,,9.258333459,871
cdcr.us,Solidago,missouriensis,C3,Solidago_missouriensis,SOMIM,1,11,C,N_NO,P_NO,1.060910421,1.889,-0.853471586,-1.185753888,allforb,FORB,0.801017228,0.014081584,0.641628599,0.198291,0.445298776,0.000198291,3.235792845,3235.792845,24.49489743,600,32.25,9.6563E-05,2.7638E-06,2.71816E-07,0.009826647,0.001662469,0.000521359,2.763804035,1.662469258,9.826647298,0.521359341,6.337500023,740
cdcr.us,Solidago,missouriensis,C3,Solidago_missouriensis,SOMIM,3,32,N,N_YES,P_NO,1.060910421,1.889,-0.853471586,-1.185753888,allforb,FORB,1.516470696,0.05259307,2.299683371,2.766031,1.6631389,0.002766031,0.831401879,831.4018791,24.49489743,600,32.25,9.92251E-05,4.2702E-06,3.09164E-07,0.009961181,0.002066447,0.000556025,4.270201729,2.066446643,9.961181139,0.556025418,6.337500023,740
cdcr.us,Solidago,missouriensis,C3,Solidago_missouriensis,SOMIM,3,35,NP,N_YES,P_YES,1.060910421,1.889,-0.853471586,-1.185753888,allforb,FORB,2.284783581,0.032215447,5.22023601,1.037835,1.018741871,0.001037835,5.029928659,5029.928659,24.49489743,600,32.25,9.99099E-05,3.28254E-06,4.2951E-07,0.009995492,0.001811777,0.00065537,3.282536023,1.811777035,9.995491779,0.65537019,6.337500023,740
cdcr.us,Solidago,missouriensis,C3,Solidago_missouriensis,SOMIM,2,13,C,N_NO,P_NO,1.060910421,1.889,-0.853471586,-1.185753888,allforb,FORB,2.385646448,0.048742148,5.691308975,2.375797,1.54136206,0.002375797,2.395536729,2395.536729,24.49489743,600,32.25,9.6563E-05,2.7638E-06,2.71816E-07,0.009826647,0.001662469,0.000521359,2.763804035,1.662469258,9.826647298,0.521359341,6.337500023,740
cdcr.us,Solidago,missouriensis,C3,Solidago_missouriensis,SOMIM,3,26,C,N_NO,P_NO,1.060910421,1.889,-0.853471586,-1.185753888,allforb,FORB,2.822666666,0.053833373,7.967447109,2.898032,1.702360714,0.002898032,2.74926126,2749.26126,24.49489743,600,32.25,9.6563E-05,2.7638E-06,2.71816E-07,0.009826647,0.001662469,0.000521359,2.763804035,1.662469258,9.826647298,0.521359341,6.337500023,740
cdcr.us,Solidago,missouriensis,C3,Solidago_missouriensis,SOMIM,1,8,P,N_NO,P_YES,1.060910421,1.889,-0.853471586,-1.185753888,allforb,FORB,3.088358135,0.108029514,9.537955971,11.670376,3.416193203,0.011670376,0.817279235,817.2792351,24.49489743,600,32.25,9.92148E-05,2.87793E-06,5.62305E-07,0.00996066,0.001696445,0.00074987,2.877925072,1.696444833,9.960660372,0.749870306,6.337500023,740
cdcr.us,Solidago,missouriensis,C3,Solidago_missouriensis,SOMIM,3,31,P,N_NO,P_YES,1.060910421,1.889,-0.853471586,-1.185753888,allforb,FORB,3.396880253,0.056550128,11.53879545,3.197917,1.788272071,0.003197917,3.608222305,3608.222305,24.49489743,600,32.25,9.92148E-05,2.87793E-06,5.62305E-07,0.00996066,0.001696445,0.00074987,2.877925072,1.696444833,9.960660372,0.749870306,6.337500023,740
cdcr.us,Solidago,missouriensis,C3,Solidago_missouriensis,SOMIM,1,2,NP,N_YES,P_YES,1.060910421,1.889,-0.853471586,-1.185753888,allforb,FORB,3.867476287,0.077919702,14.95737283,6.07148,2.464037337,0.00607148,2.463546422,2463.546422,24.49489743,600,32.25,9.99099E-05,3.28254E-06,4.2951E-07,0.009995492,0.001811777,0.00065537,3.282536023,1.811777035,9.995491779,0.65537019,6.337500023,740
cdcr.us,Solidago,missouriensis,C3,Solidago_missouriensis,SOMIM,1,7,N,N_YES,P_NO,1.060910421,1.889,-0.853471586,-1.185753888,allforb,FORB,4.11729394,0.096266396,16.95210939,9.267219,3.044210735,0.009267219,1.829255291,1829.255291,24.49489743,600,32.25,9.92251E-05,4.2702E-06,3.09164E-07,0.009961181,0.002066447,0.000556025,4.270201729,2.066446643,9.961181139,0.556025418,6.337500023,740
cdcr.us,Solidago,nemoralis,C3,Solidago_nemoralis,SONE,1,7,N,N_YES,P_NO,1.495372956,3.461,-0.853471586,-1.185753888,allforb,FORB,2.019651661,0.08349503,4.078992831,6.97142,2.640344674,0.00697142,0.58510215,585.1021501,37.08099244,1375,22.25,,,,,,,,,,,6.337500023,740
cdcr.us,Solidago,nemoralis,C3,Solidago_nemoralis,SONE,1,11,C,N_NO,P_NO,1.495372956,3.461,-0.853471586,-1.185753888,allforb,FORB,3.323210382,0.087057269,11.04372724,7.578968,2.752992554,0.007578968,1.457154489,1457.154489,37.08099244,1375,22.25,,,,,,,,,,,6.337500023,740
cbgb.us,Solidago,rigida,C3,Solidago_rigida,SORIR2,2,21,NP,N_YES,P_YES,1.549687908,3.71,-0.247746222,-0.161896717,allforb,FORB,1.040622629,0.02309842,1.082895456,0.533537,0.730436171,0.000533537,2.029653906,2029.653906,19.36491673,375,32.1875,0.000212284,5.11215E-06,8.05668E-07,0.014569963,0.002261007,0.00089759,5.112152589,2.261006986,14.56996276,0.89758987,9.258333459,871
cbgb.us,Solidago,rigida,C3,Solidago_rigida,SORIR2,2,16,N,N_YES,P_NO,1.549687908,3.71,-0.247746222,-0.161896717,allforb,FORB,1.418871865,0.020328428,2.013197369,0.413245,0.642841349,0.000413245,4.871679921,4871.679921,19.36491673,375,32.1875,0.000216135,6.32545E-06,5.99455E-07,0.014701521,0.002515045,0.000774245,6.325449591,2.51504465,14.7015208,0.77424482,9.258333459,871
cbgb.us,Solidago,rigida,C3,Solidago_rigida,SORIR2,3,29,N,N_YES,P_NO,1.549687908,3.71,-0.247746222,-0.161896717,allforb,FORB,1.616020423,0.037387939,2.611522008,1.397858,1.18231045,0.001397858,1.868231257,1868.231257,19.36491673,375,32.1875,0.000216135,6.32545E-06,5.99455E-07,0.014701521,0.002515045,0.000774245,6.325449591,2.51504465,14.7015208,0.77424482,9.258333459,871
cbgb.us,Solidago,rigida,C3,Solidago_rigida,SORIR2,3,25,NP,N_YES,P_YES,1.549687908,3.71,-0.247746222,-0.161896717,allforb,FORB,1.694071179,0.048092421,2.869877161,2.312881,1.520815899,0.002312881,1.240823527,1240.823527,19.36491673,375,32.1875,0.000212284,5.11215E-06,8.05668E-07,0.014569963,0.002261007,0.00089759,5.112152589,2.261006986,14.56996276,0.89758987,9.258333459,871
cbgb.us,Solidago,rigida,C3,Solidago_rigida,SORIR2,2,13,P,N_NO,P_YES,1.549687908,3.71,-0.247746222,-0.161896717,allforb,FORB,1.784394101,0.029978659,3.184062309,0.89872,0.948008439,0.00089872,3.542885781,3542.885781,19.36491673,375,32.1875,0.000213387,4.14343E-06,7.52916E-07,0.014607765,0.002035542,0.000867707,4.143433243,2.035542493,14.60776547,0.867707054,9.258333459,871
cbgb.us,Solidago,rigida,C3,Solidago_rigida,SORIR2,2,24,C,N_NO,P_NO,1.549687908,3.71,-0.247746222,-0.161896717,allforb,FORB,2.343028251,0.028787376,5.489781384,0.828713,0.910336751,0.000828713,6.624466352,6624.466352,19.36491673,375,32.1875,0.000212058,5.18409E-06,7.72098E-07,0.014562226,0.002276859,0.000878691,5.184087193,2.276859063,14.56222578,0.878691125,9.258333459,871
cbgb.us,Solidago,rigida,C3,Solidago_rigida,SORIR2,3,32,P,N_NO,P_YES,1.549687908,3.71,-0.247746222,-0.161896717,allforb,FORB,2.967318056,0.049383175,8.804976443,2.438698,1.56163312,0.002438698,3.610523502,3610.523502,19.36491673,375,32.1875,0.000213387,4.14343E-06,7.52916E-07,0.014607765,0.002035542,0.000867707,4.143433243,2.035542493,14.60776547,0.867707054,9.258333459,871
cbgb.us,Solidago,rigida,C3,Solidago_rigida,SORIR2,3,33,C,N_NO,P_NO,1.549687908,3.71,-0.247746222,-0.161896717,allforb,FORB,3.049012774,0.049830563,9.296478899,2.483085,1.575780759,0.002483085,3.743922942,3743.922942,19.36491673,375,32.1875,0.000212058,5.18409E-06,7.72098E-07,0.014562226,0.002276859,0.000878691,5.184087193,2.276859063,14.56222578,0.878691125,9.258333459,871
cbgb.us,Solidago,rigida,C3,Solidago_rigida,SORIR2,1,1,C,N_NO,P_NO,1.549687908,3.71,-0.247746222,-0.161896717,allforb,FORB,3.249265243,0.075622741,10.55772462,5.718799,2.391401054,0.005718799,1.846143678,1846.143678,19.36491673,375,32.1875,0.000212058,5.18409E-06,7.72098E-07,0.014562226,0.002276859,0.000878691,5.184087193,2.276859063,14.56222578,0.878691125,9.258333459,871
cdcr.us,Solidago,rigida,C3,Solidago_rigida,SORIR2,3,32,N,N_YES,P_NO,1.025683109,1.789,-0.853471586,-1.185753888,allforb,FORB,3.138324995,0.063492417,9.849083775,4.031287,2.007806515,0.004031287,2.443161148,2443.161148,25.98076211,675,29.75,0.000118095,3.3966E-06,,0.010867166,0.001842987,,3.3966,1.842986706,10.86716614,,6.337500023,740
cbgb.us,Solidago,speciosa,C3,Solidago_speciosa,SOSP2,1,3,NP,N_YES,P_YES,1.701652396,4.483,-0.247746222,-0.161896717,allforb,FORB,1.763864995,0.026170212,3.111219719,0.68488,0.82757477,0.00068488,4.542722402,4542.722402,13.22875656,175,34.6875,0.000160757,5.15507E-06,,0.012679009,0.002270478,,5.155068493,2.270477591,12.67900865,,9.258333459,871
cbgb.us,Solidago,speciosa,C3,Solidago_speciosa,SOSP2,1,9,P,N_NO,P_YES,1.701652396,4.483,-0.247746222,-0.161896717,allforb,FORB,2.014602712,0.03472754,4.058624087,1.206002,1.098181224,0.001206002,3.365354358,3365.354358,13.22875656,175,34.6875,0.000156362,4.19836E-06,,0.012504465,0.002048989,,4.198356164,2.048989059,12.50446496,,9.258333459,871
cbgb.us,Solidago,speciosa,C3,Solidago_speciosa,SOSP2,1,11,N,N_YES,P_NO,1.701652396,4.483,-0.247746222,-0.161896717,allforb,FORB,2.645013388,0.048023286,6.996095824,2.306236,1.518629645,0.002306236,3.0335559,3033.5559,13.22875656,175,34.6875,0.000162539,0.00000456,,0.012749085,0.002135416,,4.56,2.13541565,12.74908538,,9.258333459,871
cbgb.us,Solidago,speciosa,C3,Solidago_speciosa,SOSP2,1,1,C,N_NO,P_NO,1.701652396,4.483,-0.247746222,-0.161896717,allforb,FORB,2.804763782,0.050114419,7.866699871,2.511455,1.584757079,0.002511455,3.132327623,3132.327623,13.22875656,175,34.6875,0.000161017,4.57315E-06,,0.012689247,0.002138493,,4.573150685,2.13849262,12.68924688,,9.258333459,871
konz.us,Symphyotrichum,ericoides,C3,Symphyotrichum_ericoides,SYER,1,7,P,N_NO,P_YES,1.593918101,3.923,0.33637692,-0.021214053,allforb,FORB,1.814992279,0.078345721,3.294196972,6.138052,2.477509233,0.006138052,0.536684435,536.6844354,19.36491673,375,28.5,,,,,,,,,,,12.07500006,889
konz.us,Symphyotrichum,ericoides,C3,Symphyotrichum_ericoides,SYER,2,13,P,N_NO,P_YES,1.593918101,3.923,0.33637692,-0.021214053,allforb,FORB,2.001011995,0.041270474,4.004049005,1.703252,1.30508697,0.001703252,2.350825952,2350.825952,19.36491673,375,28.5,,,,,,,,,,,12.07500006,889
